timeOpen,Close,Open,High,Low,volume,Chg.(%)
2018/10/5,6639.10 ,6584.20 ,6682.30 ,6537.60 ,9.34M,0.01 
2018/10/4,6584.20 ,6509.20 ,6653.00 ,6487.80 ,9.31M,0.01 
2018/10/3,6507.80 ,6549.90 ,6563.50 ,6429.60 ,9.21M,(0.01)
2018/10/2,6549.90 ,6608.20 ,6645.70 ,6034.90 ,9.34M,(0.01)
2018/10/1,6608.20 ,6635.20 ,6674.70 ,6072.70 ,9.19M,(0.00)
2018/9/30,6635.20 ,6603.90 ,6673.90 ,6533.50 ,9.34M,0.00 
2018/9/29,6603.90 ,6633.90 ,6648.40 ,6464.40 ,9.42M,(0.00)
2018/9/28,6636.00 ,6685.70 ,6809.20 ,6538.60 ,9.57M,(0.01)
2018/9/27,6689.20 ,6463.70 ,6738.30 ,6428.80 ,9.34M,0.03 
2018/9/26,6468.10 ,6443.00 ,6551.90 ,6384.10 ,8.64M,0.00 
2018/9/25,6445.10 ,6590.60 ,6590.60 ,5977.00 ,7.34M,(0.02)
2018/9/24,6584.10 ,6713.30 ,6728.10 ,6559.10 ,7.57M,(0.02)
2018/9/23,6704.10 ,6729.60 ,6789.40 ,6666.40 ,7.34M,(0.00)
2018/9/22,6729.60 ,6766.70 ,6833.30 ,6635.50 ,7.31M,(0.01)
2018/9/21,6766.70 ,6490.90 ,6780.50 ,6489.80 ,7.73M,0.04 
2018/9/20,6489.20 ,6390.40 ,6537.50 ,6346.40 ,5.18M,0.02 
2018/9/19,6390.40 ,6342.00 ,6478.70 ,6144.50 ,3.54M,0.01 
2018/9/18,6342.00 ,6251.90 ,6388.80 ,6228.80 ,2.82M,0.01 
2018/9/17,6251.90 ,6500.20 ,6533.50 ,6215.90 ,3.26M,(0.04)
2018/9/16,6500.20 ,6519.00 ,6520.80 ,6406.20 ,3.34M,(0.00)
2018/9/15,6519.00 ,6482.60 ,6562.90 ,6470.30 ,3.16M,0.01 
2018/9/14,6483.70 ,6482.90 ,6579.40 ,6412.10 ,3.20M,0.00 
2018/9/13,6482.90 ,6338.00 ,6867.30 ,6337.80 ,3.53M,0.02 
2018/9/12,6338.00 ,6293.90 ,6353.50 ,6204.50 ,3.04M,0.01 
2018/9/11,6293.90 ,6320.70 ,6391.80 ,6189.60 ,3.30M,(0.00)
2018/9/10,6321.00 ,6238.50 ,6358.50 ,6237.30 ,3.11M,0.01 
2018/9/9,6238.50 ,6184.30 ,6432.60 ,6148.80 ,2.84M,0.01 
2018/9/8,6184.30 ,6390.90 ,6484.30 ,6132.30 ,3.46M,(0.03)
2018/9/7,6390.90 ,6514.10 ,6540.60 ,6316.20 ,3.30M,(0.02)
2018/9/6,6514.00 ,6706.80 ,6732.90 ,6337.80 ,4.02M,(0.03)
2018/9/5,6706.80 ,7377.50 ,7407.50 ,6691.80 ,4.55M,(0.09)
2018/9/4,7377.50 ,7264.20 ,7409.90 ,7234.50 ,3.92M,0.02 
2018/9/3,7264.20 ,7289.80 ,7330.70 ,7182.80 ,3.87M,(0.00)
2018/9/2,7293.90 ,7189.60 ,7334.80 ,7117.30 ,3.90M,0.01 
2018/9/1,7189.60 ,7032.40 ,7264.30 ,7020.40 ,3.52M,0.02 
2018/8/31,7033.80 ,6993.70 ,7080.20 ,6698.00 ,4.21M,0.01 
2018/8/30,6993.70 ,7029.20 ,7050.20 ,6798.00 ,3.74M,(0.01)
2018/8/29,7029.10 ,7074.60 ,7121.40 ,6926.70 ,4.11M,(0.01)
2018/8/28,7074.60 ,6897.60 ,7129.70 ,6861.20 ,3.79M,0.03 
2018/8/27,6897.60 ,6712.70 ,6902.90 ,6650.40 ,3.26M,0.03 
2018/8/26,6712.70 ,6734.90 ,6892.70 ,6573.10 ,3.37M,(0.00)
2018/8/25,6734.80 ,6680.60 ,6783.40 ,6655.30 ,3.59M,0.01 
2018/8/24,6680.40 ,6521.20 ,6721.20 ,6472.80 ,3.70M,0.02 
2018/8/23,6521.20 ,6359.90 ,6550.20 ,6359.20 ,2.76M,0.03 
2018/8/22,6359.60 ,6482.20 ,6840.80 ,6304.80 ,3.63M,(0.02)
2018/8/21,6482.20 ,6268.10 ,6484.10 ,6257.40 ,1.46M,0.03 
2018/8/20,6268.10 ,6474.20 ,6516.40 ,6255.90 ,3.10M,(0.03)
2018/8/19,6481.50 ,6379.10 ,6534.80 ,6316.00 ,2.71M,0.02 
2018/8/18,6379.10 ,6581.80 ,6626.40 ,6295.50 ,3.15M,(0.03)
2018/8/17,6581.70 ,6306.70 ,6581.70 ,6291.80 ,3.20M,0.04 
2018/8/16,6306.70 ,6256.90 ,6470.90 ,6249.80 ,3.50M,0.01 
2018/8/15,6256.90 ,6190.20 ,6592.80 ,6177.90 ,3.74M,0.01 
2018/8/14,6190.20 ,6255.30 ,6255.30 ,5898.30 ,3.66M,(0.01)
2018/8/13,6255.30 ,6313.00 ,6524.10 ,6159.60 ,234.09K,(0.01)
2018/8/12,6313.00 ,6232.10 ,6453.00 ,6169.80 ,216.33K,0.01 
2018/8/11,6231.60 ,6152.80 ,6469.60 ,6009.80 ,247.34K,0.01 
2018/8/10,6152.30 ,6539.50 ,6570.20 ,6043.40 ,298.82K,(0.06)
2018/8/9,6538.80 ,6283.70 ,6620.20 ,6197.00 ,237.66K,0.04 
2018/8/8,6283.60 ,6725.20 ,6725.20 ,6138.80 ,311.54K,(0.07)
2018/8/7,6724.90 ,6943.60 ,7149.70 ,6689.90 ,232.48K,(0.03)
2018/8/6,6943.60 ,7027.80 ,7143.60 ,6852.50 ,168.87K,(0.01)
2018/8/5,7027.10 ,7014.00 ,7087.60 ,6887.90 ,177.64K,0.00 
2018/8/4,7014.30 ,7418.90 ,7484.20 ,6949.70 ,222.57K,(0.05)
2018/8/3,7419.00 ,7535.60 ,7535.60 ,7293.50 ,226.46K,(0.02)
2018/8/2,7535.60 ,7606.40 ,7701.40 ,7470.60 ,216.34K,(0.01)
2018/8/1,7606.40 ,7728.50 ,7753.20 ,7449.20 ,237.69K,(0.02)
2018/7/31,7729.40 ,8176.40 ,8176.50 ,7649.80 ,266.94K,(0.05)
2018/7/30,8177.10 ,8214.70 ,8262.00 ,7874.40 ,242.21K,(0.00)
2018/7/29,8215.60 ,8231.50 ,8275.40 ,8113.30 ,155.24K,(0.00)
2018/7/28,8234.10 ,8186.80 ,8234.10 ,8077.40 ,147.14K,0.01 
2018/7/27,8187.40 ,7936.90 ,8273.80 ,7808.30 ,243.22K,0.03 
2018/7/26,7937.00 ,8173.90 ,8304.30 ,7861.00 ,235.45K,(0.03)
2018/7/25,8173.70 ,8404.90 ,8484.60 ,8062.10 ,269.23K,(0.03)
2018/7/24,8407.00 ,7723.10 ,8479.80 ,7701.90 ,345.32K,0.09 
2018/7/23,7723.00 ,7412.40 ,7809.60 ,7379.20 ,272.15K,0.04 
2018/7/22,7412.30 ,7409.00 ,7575.30 ,7343.70 ,204.16K,0.00 
2018/7/21,7408.70 ,7339.30 ,7460.80 ,7223.50 ,160.77K,0.01 
2018/7/20,7339.40 ,7477.60 ,7683.60 ,7292.00 ,258.85K,(0.02)
2018/7/19,7477.50 ,7383.90 ,7558.40 ,7288.80 ,247.25K,0.01 
2018/7/18,7383.60 ,7321.60 ,7581.20 ,7249.30 ,333.32K,0.01 
2018/7/17,7322.00 ,6729.80 ,7453.20 ,6666.00 ,337.75K,0.09 
2018/7/16,6729.90 ,6362.80 ,6749.20 ,6344.10 ,312.12K,0.06 
2018/7/15,6362.90 ,6254.80 ,6399.60 ,6238.50 ,180.67K,0.02 
2018/7/14,6254.80 ,6229.50 ,6313.50 ,6192.50 ,243.71K,0.00 
2018/7/13,6230.20 ,6250.80 ,6333.80 ,6144.50 ,233.22K,(0.00)
2018/7/12,6250.60 ,6389.10 ,6389.40 ,6088.80 ,289.24K,(0.02)
2018/7/11,6389.10 ,6307.20 ,6409.70 ,6296.60 ,243.82K,0.01 
2018/7/10,6307.20 ,6668.40 ,6686.80 ,6291.50 ,315.27K,(0.05)
2018/7/9,6667.10 ,6715.10 ,6793.80 ,6637.70 ,289.48K,(0.01)
2018/7/8,6714.80 ,6765.40 ,6784.00 ,6694.30 ,267.60K,(0.01)
2018/7/7,6765.50 ,6617.70 ,6805.90 ,6531.10 ,114.57K,0.02 
2018/7/6,6617.70 ,6546.50 ,6638.20 ,6458.30 ,132.69K,0.01 
2018/7/5,6546.50 ,6598.00 ,6693.60 ,6466.10 ,166.18K,(0.01)
2018/7/4,6598.40 ,6513.80 ,6774.50 ,6442.30 ,143.04K,0.01 
2018/7/3,6513.50 ,6618.60 ,6676.60 ,6513.50 ,150.19K,(0.02)
2018/7/2,6619.50 ,6349.10 ,6680.00 ,6275.00 ,179.92K,0.04 
2018/7/1,6366.80 ,6398.50 ,6445.10 ,6284.70 ,128.51K,(0.01)
2018/6/30,6398.90 ,6213.40 ,6498.50 ,6204.00 ,189.33K,0.03 
2018/6/29,6213.30 ,5883.20 ,6284.90 ,5818.50 ,206.96K,0.06 
2018/6/28,5883.50 ,6154.90 ,6178.40 ,5854.00 ,156.05K,(0.04)
2018/6/27,6154.90 ,6081.10 ,6187.30 ,6025.40 ,133.42K,0.01 
2018/6/26,6082.10 ,6256.90 ,6267.70 ,6060.00 ,176.66K,(0.03)
2018/6/25,6256.60 ,6155.10 ,6331.20 ,6101.70 ,210.69K,0.02 
2018/6/24,6154.60 ,6167.90 ,6248.30 ,5785.30 ,240.60K,(0.00)
2018/6/23,6167.30 ,6055.20 ,6259.00 ,6032.80 ,142.90K,0.02 
2018/6/22,6055.70 ,6728.20 ,6739.70 ,5955.00 ,278.22K,(0.10)
2018/6/21,6728.00 ,6765.80 ,6797.50 ,6695.10 ,99.29K,(0.01)
2018/6/20,6765.40 ,6752.30 ,6812.70 ,6575.10 ,121.48K,0.00 
2018/6/19,6752.40 ,6719.80 ,6839.50 ,6681.50 ,120.54K,0.00 
2018/6/18,6719.80 ,6460.50 ,6794.50 ,6410.90 ,135.70K,0.04 
2018/6/17,6460.30 ,6505.80 ,6593.00 ,6452.10 ,90.67K,(0.01)
2018/6/16,6505.80 ,6410.00 ,6564.20 ,6358.00 ,108.79K,0.01 
2018/6/15,6410.30 ,6647.30 ,6655.80 ,6395.70 ,143.53K,(0.04)
2018/6/14,6647.10 ,6312.30 ,6711.50 ,6283.60 ,201.54K,0.05 
2018/6/13,6312.30 ,6558.50 ,6624.60 ,6129.10 ,237.48K,(0.04)
2018/6/12,6558.20 ,6885.90 ,6887.20 ,6476.00 ,178.26K,(0.05)
2018/6/11,6885.90 ,6775.20 ,6910.80 ,6657.20 ,174.88K,0.02 
2018/6/10,6775.10 ,7515.80 ,7516.30 ,6668.10 ,275.69K,(0.10)
2018/6/9,7515.80 ,7622.10 ,7689.00 ,7493.30 ,97.56K,(0.01)
2018/6/8,7622.10 ,7697.90 ,7710.50 ,7556.90 ,112.88K,(0.01)
2018/6/7,7697.80 ,7661.00 ,7754.70 ,7657.70 ,124.00K,0.00 
2018/6/6,7661.00 ,7631.50 ,7699.10 ,7504.40 ,130.66K,0.00 
2018/6/5,7631.50 ,7507.40 ,7672.60 ,7391.00 ,145.23K,0.02 
2018/6/4,7504.30 ,7729.30 ,7759.90 ,7468.40 ,141.01K,(0.03)
2018/6/3,7729.30 ,7646.60 ,7775.00 ,7611.30 ,116.68K,0.01 
2018/6/2,7646.60 ,7530.80 ,7694.50 ,7467.90 ,121.18K,0.02 
2018/6/1,7530.80 ,7502.50 ,7610.40 ,7375.80 ,135.92K,0.00 
2018/5/31,7502.60 ,7400.80 ,7611.90 ,7355.00 ,144.52K,0.01 
2018/5/30,7400.10 ,7469.20 ,7565.20 ,7306.80 ,140.37K,(0.01)
2018/5/29,7467.70 ,7119.30 ,7533.00 ,7069.80 ,186.97K,0.05 
2018/5/28,7119.30 ,7367.30 ,7446.90 ,7090.60 ,152.29K,(0.03)
2018/5/27,7366.70 ,7361.90 ,7411.80 ,7267.50 ,103.29K,0.00 
2018/5/26,7361.30 ,7478.50 ,7619.30 ,7331.50 ,103.07K,(0.02)
2018/5/25,7477.70 ,7593.90 ,7653.40 ,7355.60 ,161.82K,(0.02)
2018/5/24,7592.90 ,7512.30 ,7736.60 ,7293.40 ,211.11K,0.01 
2018/5/23,7512.30 ,8005.70 ,8047.40 ,7467.60 ,237.60K,(0.06)
2018/5/22,8006.00 ,8403.80 ,8414.50 ,7979.30 ,137.51K,(0.05)
2018/5/21,8403.30 ,8529.50 ,8550.60 ,8375.50 ,115.52K,(0.01)
2018/5/20,8529.00 ,8243.90 ,8580.40 ,8184.70 ,113.76K,0.03 
2018/5/19,8245.10 ,8244.70 ,8389.10 ,8153.20 ,107.89K,(0.00)
2018/5/18,8245.70 ,8064.40 ,8273.60 ,7939.80 ,150.32K,0.02 
2018/5/17,8063.00 ,8344.60 ,8458.70 ,8022.30 ,154.36K,(0.03)
2018/5/16,8344.40 ,8477.00 ,8496.40 ,8120.10 ,188.03K,(0.02)
2018/5/15,8477.00 ,8674.00 ,8842.10 ,8436.50 ,179.62K,(0.02)
2018/5/14,8674.10 ,8693.40 ,8878.30 ,8305.10 ,212.05K,(0.00)
2018/5/13,8693.50 ,8489.10 ,8758.40 ,8330.00 ,149.80K,0.03 
2018/5/12,8459.50 ,8409.60 ,8646.10 ,8184.10 ,210.87K,0.01 
2018/5/11,8408.30 ,9026.00 ,9028.70 ,8359.60 ,270.62K,(0.07)
2018/5/10,9025.70 ,9319.20 ,9393.30 ,9013.40 ,152.71K,(0.03)
2018/5/9,9319.10 ,9194.90 ,9377.90 ,8988.00 ,147.89K,0.01 
2018/5/8,9196.40 ,9373.90 ,9404.40 ,9079.80 ,157.45K,(0.02)
2018/5/7,9431.60 ,9651.10 ,9675.60 ,9204.20 ,165.08K,(0.02)
2018/5/6,9656.40 ,9859.60 ,9957.70 ,9446.70 ,150.95K,(0.02)
2018/5/5,9853.50 ,9709.50 ,9992.80 ,9691.30 ,158.45K,0.01 
2018/5/4,9708.60 ,9747.60 ,9800.90 ,9549.00 ,161.55K,(0.00)
2018/5/3,9749.70 ,9244.20 ,9809.40 ,9171.40 ,201.18K,0.05 
2018/5/2,9243.20 ,9076.80 ,9265.70 ,8991.90 ,137.48K,0.02 
2018/5/1,9074.90 ,9245.10 ,9245.10 ,8851.00 ,173.35K,(0.02)
2018/4/30,9245.10 ,9415.80 ,9456.70 ,9135.40 ,156.83K,(0.02)
2018/4/29,9415.10 ,9352.20 ,9565.10 ,9182.80 ,184.72K,0.01 
2018/4/28,9352.40 ,8940.80 ,9428.90 ,8895.50 ,199.78K,0.05 
2018/4/27,8940.90 ,9282.80 ,9386.30 ,8920.20 ,184.91K,(0.04)
2018/4/26,9287.00 ,8874.50 ,9303.60 ,8669.80 ,248.39K,0.05 
2018/4/25,8873.10 ,9645.00 ,9753.10 ,8768.10 ,395.67K,(0.08)
2018/4/24,9645.30 ,8952.70 ,9734.80 ,8937.00 ,260.79K,0.08 
2018/4/23,8952.80 ,8809.30 ,9001.00 ,8785.30 ,147.54K,0.02 
2018/4/22,8806.70 ,8923.60 ,9022.30 ,8766.50 ,161.89K,(0.01)
2018/4/21,8923.10 ,8867.00 ,9027.70 ,8614.50 ,206.01K,0.01 
2018/4/20,8867.00 ,8292.30 ,8926.20 ,8224.50 ,225.96K,0.07 
2018/4/19,8290.80 ,8179.00 ,8303.70 ,8126.70 ,155.08K,0.01 
2018/4/18,8178.40 ,7908.50 ,8227.60 ,7895.30 ,163.26K,0.03 
2018/4/17,7908.60 ,8070.00 ,8171.70 ,7852.80 ,162.59K,(0.02)
2018/4/16,8070.00 ,8362.20 ,8412.90 ,7908.50 ,197.70K,(0.04)
2018/4/15,8363.60 ,8004.60 ,8411.50 ,8004.60 ,160.26K,0.04 
2018/4/14,8004.40 ,7891.10 ,8180.20 ,7839.30 ,164.71K,0.01 
2018/4/13,7887.40 ,7926.90 ,8228.00 ,7756.60 ,296.95K,(0.00)
2018/4/12,7926.60 ,6963.30 ,8009.60 ,6779.30 ,398.30K,0.14 
2018/4/11,6962.10 ,6855.60 ,6988.60 ,6818.40 ,142.07K,0.02 
2018/4/10,6854.80 ,6782.60 ,6899.50 ,6671.60 ,134.23K,0.01 
2018/4/9,6781.90 ,7035.70 ,7192.50 ,6633.20 ,241.19K,(0.04)
2018/4/8,7030.50 ,6905.90 ,7113.40 ,6903.90 ,132.51K,0.02 
2018/4/7,6905.70 ,6624.50 ,7071.90 ,6616.10 ,177.10K,0.04 
2018/4/6,6624.30 ,6783.70 ,6859.70 ,6523.40 ,174.90K,(0.02)
2018/4/5,6782.00 ,6808.70 ,6918.20 ,6592.50 ,221.70K,(0.00)
2018/4/4,6808.90 ,7423.80 ,7432.90 ,6726.90 ,239.51K,(0.08)
2018/4/3,7424.20 ,7067.20 ,7519.30 ,7032.90 ,230.80K,0.05 
2018/4/2,7068.40 ,6825.40 ,7121.30 ,6787.60 ,199.31K,0.04 
2018/4/1,6825.20 ,6939.10 ,7047.70 ,6460.10 ,257.53K,(0.02)
2018/3/31,6938.20 ,6856.50 ,7221.50 ,6804.90 ,245.30K,0.01 
2018/3/30,6853.70 ,7132.40 ,7288.10 ,6603.80 ,417.31K,(0.04)
2018/3/29,7129.20 ,7955.20 ,7980.70 ,6954.90 ,348.75K,(0.10)
2018/3/28,7954.90 ,7803.00 ,8110.40 ,7754.50 ,167.36K,0.02 
2018/3/27,7801.70 ,8146.50 ,8218.30 ,7760.60 ,223.10K,(0.04)
2018/3/26,8143.50 ,8474.00 ,8515.70 ,7865.90 ,247.18K,(0.04)
2018/3/25,8473.20 ,8549.10 ,8679.00 ,8392.20 ,149.52K,(0.01)
2018/3/24,8547.40 ,8917.30 ,9008.80 ,8523.60 ,177.43K,(0.04)
2018/3/23,8916.80 ,8725.30 ,8917.00 ,8305.60 ,210.11K,0.02 
2018/3/22,8726.20 ,8903.70 ,9096.20 ,8499.10 ,223.01K,(0.02)
2018/3/21,8905.90 ,8912.40 ,9173.40 ,8775.10 ,218.19K,(0.00)
2018/3/20,8912.60 ,8614.10 ,9039.60 ,8326.80 ,253.44K,0.03 
2018/3/19,8616.80 ,8200.90 ,8698.30 ,8127.70 ,316.96K,0.05 
2018/3/18,8201.20 ,7873.20 ,8283.60 ,7323.30 ,348.02K,0.04 
2018/3/17,7874.90 ,8198.00 ,8344.80 ,7760.20 ,208.05K,(0.05)
2018/3/16,8289.20 ,8264.30 ,8604.80 ,7929.10 ,236.13K,0.00 
2018/3/15,8264.40 ,8210.20 ,8427.00 ,7691.70 ,326.53K,0.01 
2018/3/14,8210.60 ,9154.90 ,9353.40 ,7958.50 ,305.45K,(0.10)
2018/3/13,9154.90 ,9138.70 ,9482.00 ,8875.10 ,239.46K,0.00 
2018/3/12,9137.40 ,9535.80 ,9892.20 ,8804.10 ,257.91K,(0.04)
2018/3/11,9529.60 ,8732.20 ,9719.60 ,8516.40 ,266.59K,0.09 
2018/3/10,8762.00 ,9216.20 ,9500.00 ,8691.10 ,198.73K,(0.05)
2018/3/9,9217.00 ,9301.90 ,9420.50 ,8351.00 ,371.46K,(0.01)
2018/3/8,9300.00 ,9910.70 ,10109.00 ,9037.00 ,256.26K,(0.06)
2018/3/7,9902.90 ,10779.00 ,10899.00 ,9422.10 ,284.54K,(0.07)
2018/3/6,10675.10 ,11314.20 ,11316.40 ,10412.00 ,230.65K,(0.06)
2018/3/5,11330.60 ,11415.70 ,11506.90 ,11281.20 ,162.11K,(0.01)
2018/3/4,11416.50 ,11402.80 ,11490.30 ,10878.40 ,156.40K,0.00 
2018/3/3,11402.30 ,10822.50 ,11420.70 ,9585.50 ,172.20K,0.05 
2018/3/2,10827.70 ,10904.50 ,11167.00 ,10677.10 ,201.69K,(0.01)
2018/3/1,10904.50 ,10335.10 ,11047.80 ,10248.70 ,188.77K,0.06 
2018/2/28,10333.90 ,10584.40 ,11070.70 ,10303.40 ,215.22K,(0.02)
2018/2/27,10594.40 ,10287.80 ,10867.20 ,10120.50 ,202.58K,0.03 
2018/2/26,10285.10 ,9590.90 ,10378.40 ,9410.30 ,235.94K,0.07 
2018/2/25,9585.20 ,9703.10 ,9860.30 ,9330.10 ,196.49K,(0.01)
2018/2/24,9704.30 ,10163.80 ,10506.10 ,9394.50 ,239.16K,(0.05)
2018/2/23,10170.40 ,9840.60 ,10419.10 ,9597.80 ,271.50K,0.03 
2018/2/22,9841.70 ,10470.10 ,10930.20 ,9743.90 ,316.63K,(0.06)
2018/2/21,10473.00 ,11240.90 ,11289.70 ,10252.20 ,327.14K,(0.07)
2018/2/20,11238.70 ,11169.70 ,11791.50 ,11119.90 ,267.56K,0.01 
2018/2/19,11169.40 ,10396.60 ,11250.50 ,10324.80 ,215.20K,0.07 
2018/2/18,10398.80 ,11073.70 ,11271.60 ,10137.20 ,288.91K,(0.06)
2018/2/17,11073.50 ,10177.30 ,11095.90 ,10070.90 ,224.76K,0.09 
2018/2/16,10178.70 ,10031.30 ,10294.30 ,9707.70 ,206.44K,0.01 
2018/2/15,10037.30 ,9475.60 ,10206.80 ,9348.50 ,291.28K,0.06 
2018/2/14,9476.30 ,8542.60 ,9500.00 ,8541.60 ,246.88K,0.11 
2018/2/13,8539.20 ,8906.20 ,8942.70 ,8378.00 ,195.87K,(0.04)
2018/2/12,8903.50 ,8083.60 ,8984.90 ,8083.60 ,238.67K,0.10 
2018/2/11,8081.90 ,8559.70 ,8564.20 ,7843.70 ,236.20K,(0.06)
2018/2/10,8559.60 ,8697.30 ,9066.60 ,8172.20 ,263.53K,(0.02)
2018/2/9,8699.80 ,8163.60 ,8735.60 ,7784.60 ,233.94K,0.07 
2018/2/8,8164.20 ,7595.10 ,8489.90 ,7595.10 ,296.10K,0.08 
2018/2/7,7594.70 ,7693.80 ,8536.50 ,7196.60 ,445.62K,(0.01)
2018/2/6,7701.20 ,6939.30 ,7896.20 ,5996.60 ,886.88K,0.11 
2018/2/5,6938.50 ,8220.80 ,8383.20 ,6651.90 ,593.89K,(0.16)
2018/2/4,8222.20 ,9241.50 ,9382.10 ,7932.10 ,280.94K,(0.11)
2018/2/3,9241.10 ,8894.40 ,9506.90 ,8249.30 ,248.71K,0.04 
2018/2/2,8893.20 ,9179.80 ,9201.40 ,7915.80 ,519.40K,(0.03)
2018/2/1,9181.10 ,10266.20 ,10303.00 ,8789.20 ,358.40K,(0.11)
2018/1/31,10265.40 ,10166.30 ,10397.70 ,9742.20 ,208.47K,0.01 
2018/1/30,10166.00 ,11244.50 ,11277.20 ,9917.70 ,264.72K,(0.10)
2018/1/29,11244.80 ,11794.90 ,11888.10 ,11119.00 ,137.42K,(0.05)
2018/1/28,11795.10 ,11471.20 ,12112.70 ,11433.30 ,154.63K,0.03 
2018/1/27,11467.50 ,11118.00 ,11621.70 ,10908.40 ,163.49K,0.03 
2018/1/26,11118.10 ,11203.10 ,11655.30 ,10389.40 ,253.91K,(0.01)
2018/1/25,11203.00 ,11439.90 ,11740.90 ,10983.80 ,181.81K,(0.02)
2018/1/24,11452.30 ,10899.40 ,11549.50 ,10584.50 ,136.06K,0.05 
2018/1/23,10903.20 ,10869.00 ,11438.00 ,10056.60 ,188.37K,0.00 
2018/1/22,10864.80 ,11597.50 ,11970.90 ,10136.80 ,201.73K,(0.06)
2018/1/21,11594.90 ,12857.10 ,12860.20 ,11164.50 ,206.96K,(0.10)
2018/1/20,12858.90 ,11579.20 ,13082.20 ,11567.30 ,143.90K,0.11 
2018/1/19,11580.20 ,11229.60 ,11973.20 ,10901.50 ,170.74K,0.03 
2018/1/18,11245.40 ,11202.00 ,12004.70 ,10660.20 ,242.45K,0.00 
2018/1/17,11192.30 ,11357.70 ,11769.60 ,9271.30 ,361.80K,(0.01)
2018/1/16,11362.00 ,13704.40 ,13711.00 ,10050.70 ,317.10K,(0.17)
2018/1/15,13697.50 ,13695.50 ,14396.60 ,13475.40 ,73.27K,0.00 
2018/1/14,13695.20 ,14291.90 ,14446.10 ,13094.70 ,85.12K,(0.04)
2018/1/13,14292.20 ,13896.00 ,14640.70 ,13888.20 ,61.14K,0.03 
2018/1/12,13886.70 ,13529.20 ,14176.40 ,13410.00 ,82.37K,0.03 
2018/1/11,13535.40 ,15046.70 ,15109.10 ,13048.30 ,167.81K,(0.10)
2018/1/10,15043.00 ,14778.50 ,15045.40 ,13613.10 ,87.07K,0.02 
2018/1/9,14778.50 ,14976.20 ,15324.60 ,14613.40 ,71.40K,(0.01)
2018/1/8,14976.20 ,16228.30 ,16302.90 ,13902.30 ,142.45K,(0.08)
2018/1/7,16228.20 ,17174.50 ,17184.80 ,15791.10 ,79.01K,(0.06)
2018/1/6,17172.30 ,16954.80 ,17252.80 ,16286.60 ,83.93K,0.01 
2018/1/5,16954.80 ,15180.10 ,17126.90 ,14832.40 ,141.96K,0.12 
2018/1/4,15180.10 ,15156.50 ,15408.70 ,14244.70 ,110.97K,0.00 
2018/1/3,15156.60 ,14754.10 ,15435.00 ,14579.70 ,106.54K,0.03 
2018/1/2,14754.10 ,13444.90 ,15306.10 ,12934.20 ,137.73K,0.10 
2018/1/1,13444.90 ,13850.50 ,13921.50 ,12877.70 ,78.43K,(0.03)
2017/12/31,13850.40 ,12532.40 ,14241.80 ,12359.40 ,111.27K,0.11 
2017/12/30,12531.50 ,14392.10 ,14461.50 ,11962.10 ,182.07K,(0.13)
2017/12/29,14392.60 ,14398.50 ,15109.80 ,13951.10 ,118.88K,(0.00)
2017/12/28,14398.70 ,15416.30 ,15505.50 ,13466.10 ,170.37K,(0.07)
2017/12/27,15416.60 ,15757.00 ,16514.60 ,14534.70 ,138.71K,(0.02)
2017/12/26,15756.60 ,13830.20 ,16094.70 ,13748.50 ,143.14K,0.14 
2017/12/25,13833.50 ,13790.00 ,14467.40 ,13010.70 ,107.48K,0.00 
2017/12/24,13790.00 ,14396.60 ,14413.70 ,12166.50 ,182.42K,(0.04)
2017/12/23,14396.50 ,13665.00 ,15493.20 ,13356.10 ,170.17K,0.05 
2017/12/22,13665.00 ,15632.10 ,15823.70 ,10875.70 ,466.98K,(0.13)
2017/12/21,15632.10 ,16461.10 ,17301.80 ,14953.00 ,163.74K,(0.05)
2017/12/20,16462.00 ,17521.70 ,17813.60 ,15642.70 ,227.68K,(0.06)
2017/12/19,17523.70 ,18971.20 ,19022.00 ,16812.80 ,174.54K,(0.08)
2017/12/18,18972.30 ,19065.70 ,19221.10 ,18114.40 ,139.25K,(0.00)
2017/12/17,19065.70 ,19346.60 ,19870.60 ,18750.90 ,117.41K,(0.01)
2017/12/16,19345.50 ,17594.10 ,19587.70 ,17318.50 ,112.17K,0.10 
2017/12/15,17604.80 ,16467.90 ,17987.00 ,16442.20 ,153.65K,0.07 
2017/12/14,16467.90 ,16286.80 ,16941.10 ,16023.60 ,107.92K,0.01 
2017/12/13,16286.80 ,17083.90 ,17268.00 ,15669.90 ,155.41K,(0.05)
2017/12/12,17083.90 ,16733.30 ,17560.70 ,16254.50 ,132.85K,0.02 
2017/12/11,16732.50 ,15060.50 ,17399.20 ,15024.60 ,159.73K,0.11 
2017/12/10,15059.60 ,14840.00 ,15783.20 ,13031.00 ,201.62K,0.01 
2017/12/9,14843.40 ,16048.20 ,16313.20 ,13151.50 ,181.98K,(0.08)
2017/12/8,16047.60 ,16868.00 ,17294.80 ,13906.10 ,286.76K,(0.05)
2017/12/7,16850.30 ,13750.10 ,16879.30 ,13401.60 ,297.11K,0.23 
2017/12/6,13749.60 ,11667.10 ,13843.20 ,11661.80 ,191.58K,0.18 
2017/12/5,11667.10 ,11624.40 ,11901.90 ,11486.10 ,89.69K,0.00 
2017/12/4,11623.90 ,11244.20 ,11624.60 ,10917.80 ,93.17K,0.03 
2017/12/3,11246.20 ,10912.70 ,11851.10 ,10578.40 ,122.13K,0.03 
